claim_id,policy_id,insured_name,line_of_business,loss_date,loss_type,claim_status,reserve_amount,paid_amount,adjuster_notes,litigation_flag,pii_flag,data_sensitivity,source_system,created_timestamp,updated_timestamp,created_by,updated_by
CLM-000470,POL-000105,Lee Ltd,Workers Compensation,2025-08-09,Water Damage,Closed,465516.6,323600.01,Coverage review in progress. Adjuster evaluating damages related to Water Damage.,False,False,internal,claims_core_system,2025-08-18T15:49:58.172480,2025-10-01T15:49:58.172480,claims_adjuster_002,claims_adjuster_001
CLM-000471,POL-000174,Gentry-Davis,Workers Compensation,2025-01-31,Hail,Pending Documents,474187.62,94448.81,Additional documentation requested from insured regarding Hail.,False,True,restricted,adjuster_workbench,2025-02-01T15:49:58.172480,2025-03-25T15:49:58.172480,claims_adjuster_001,claims_adjuster_001
CLM-000472,POL-000131,"Byrd, Wolf and Erickson",Commercial Auto,2025-04-04,Theft,Denied,129014.12,62897.79,Additional documentation requested from insured regarding Theft.,False,False,restricted,claims_core_system,2025-04-04T15:49:58.172480,2025-05-19T15:49:58.172480,claims_adjuster_001,claims_manager_001
CLM-000473,POL-000017,"Jennings, Rose and Serrano",Workers Compensation,2026-01-11,Water Damage,Litigation,208901.18,57369.34,Initial review completed for Water Damage. Claim status is currently Litigation.,True,False,restricted,adjuster_workbench,2026-01-18T15:49:58.172480,2026-04-28T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000474,POL-000159,"Duran, Olson and Fox",General Liability,2023-12-25,General Liability,Pending Documents,393580.66,385841.52,Pending supervisor review due to complexity of General Liability claim.,False,True,internal,fnol_portal,2023-12-30T15:49:58.172480,2024-04-11T15:49:58.172480,claims_manager_001,claims_adjuster_002
CLM-000475,POL-000243,Foster PLC,Commercial Property,2024-02-21,Windstorm,Litigation,64686.03,6184.17,Pending supervisor review due to complexity of Windstorm claim.,True,False,internal,claims_core_system,2024-02-25T15:49:58.172480,2024-02-25T15:49:58.172480,claims_adjuster_001,claims_adjuster_002
CLM-000476,POL-000088,Fleming PLC,General Liability,2026-04-18,Workers Compensation,Litigation,65786.28,14081.63,Coverage review in progress. Adjuster evaluating damages related to Workers Compensation.,False,False,confidential,fnol_portal,2026-04-20T15:49:58.172480,2026-05-20T15:49:58.172480,claims_manager_001,claims_adjuster_001
CLM-000477,POL-000105,"Compton, Velasquez and Reese",Commercial Property,2025-04-16,Hail,Pending Documents,297714.39,8385.95,Initial review completed for Hail. Claim status is currently Pending Documents.,False,False,restricted,adjuster_workbench,2025-04-26T15:49:58.172480,2025-06-29T15:49:58.172480,claims_manager_001,claims_adjuster_002
CLM-000478,POL-000279,Smith PLC,Commercial Auto,2025-03-15,Auto Liability,In Review,286585.88,26335.78,Coverage review in progress. Adjuster evaluating damages related to Auto Liability.,False,True,internal,claims_core_system,2025-03-15T15:49:58.172480,2025-04-04T15:49:58.172480,claims_adjuster_001,claims_adjuster_001
CLM-000479,POL-000083,Murray Group,Commercial Property,2024-12-22,Windstorm,Litigation,276264.38,77759.97,Claim file updated after inspection. Current status: Litigation.,False,False,restricted,fnol_portal,2024-12-23T15:49:58.172480,2025-03-27T15:49:58.172480,claims_adjuster_001,claims_manager_001
CLM-000480,POL-000105,Pierce-Hall,General Liability,2024-04-28,General Liability,Litigation,452045.41,175221.47,Additional documentation requested from insured regarding General Liability.,True,False,confidential,adjuster_workbench,2024-05-08T15:49:58.172480,2024-07-07T15:49:58.172480,claims_adjuster_001,claims_adjuster_002
CLM-000481,POL-000300,Collier-Nichols,Umbrella,2025-06-09,Auto Liability,Pending Documents,277404.95,87072.31,Initial review completed for Auto Liability. Claim status is currently Pending Documents.,False,False,restricted,claims_core_system,2025-06-14T15:49:58.172480,2025-08-21T15:49:58.172480,claims_adjuster_001,claims_manager_001
CLM-000482,POL-000222,Grant-Smith,Commercial Auto,2025-08-16,Fire,Litigation,196650.22,52953.25,Additional documentation requested from insured regarding Fire.,True,True,confidential,fnol_portal,2025-08-24T15:49:58.172480,2025-11-24T15:49:58.172480,claims_adjuster_001,claims_adjuster_001
CLM-000483,POL-000103,Murphy PLC,Umbrella,2025-03-28,Fire,Pending Documents,82713.11,37954.24,Pending supervisor review due to complexity of Fire claim.,False,True,internal,fnol_portal,2025-04-01T15:49:58.172480,2025-05-21T15:49:58.172480,claims_adjuster_001,claims_adjuster_001
CLM-000484,POL-000224,"Moss, Cochran and Gibson",Commercial Auto,2024-09-15,Fire,Litigation,112082.6,52220.48,Coverage review in progress. Adjuster evaluating damages related to Fire.,False,False,confidential,fnol_portal,2024-09-18T15:49:58.172480,2024-12-07T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000485,POL-000208,Jones-Farrell,Workers Compensation,2024-04-16,Water Damage,Litigation,232035.18,90459.59,Pending supervisor review due to complexity of Water Damage claim.,False,False,restricted,adjuster_workbench,2024-04-24T15:49:58.172480,2024-08-17T15:49:58.172480,claims_adjuster_002,claims_adjuster_002
CLM-000486,POL-000263,Harrington-Gillespie,Commercial Property,2025-01-12,Water Damage,In Review,478001.57,139423.92,Claim file updated after inspection. Current status: In Review.,False,False,restricted,adjuster_workbench,2025-01-18T15:49:58.172480,2025-02-25T15:49:58.172480,claims_adjuster_002,claims_adjuster_001
CLM-000487,POL-000191,Wilkinson-Fleming,General Liability,2025-06-27,Auto Liability,Litigation,401903.66,203635.0,Initial review completed for Auto Liability. Claim status is currently Litigation.,False,False,confidential,adjuster_workbench,2025-06-30T15:49:58.172480,2025-07-30T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000488,POL-000145,Fletcher and Sons,Umbrella,2025-09-05,General Liability,Closed,47711.43,44494.71,Pending supervisor review due to complexity of General Liability claim.,False,True,internal,claims_core_system,2025-09-11T15:49:58.172480,2025-12-05T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000489,POL-000192,"Bryant, Harrison and Clayton",Umbrella,2025-03-10,Hail,Litigation,189680.17,101570.98,Pending supervisor review due to complexity of Hail claim.,True,True,confidential,adjuster_workbench,2025-03-14T15:49:58.172480,2025-06-10T15:49:58.172480,claims_adjuster_001,claims_adjuster_002
CLM-000490,POL-000027,Dean Group,General Liability,2024-08-14,General Liability,In Review,322042.09,295589.51,Claim file updated after inspection. Current status: In Review.,False,False,internal,fnol_portal,2024-08-14T15:49:58.172480,2024-09-19T15:49:58.172480,claims_adjuster_002,claims_adjuster_001
CLM-000491,POL-000155,Green PLC,Umbrella,2024-12-10,Theft,Litigation,152946.74,20972.89,Claim file updated after inspection. Current status: Litigation.,True,False,internal,claims_core_system,2024-12-17T15:49:58.172480,2025-03-20T15:49:58.172480,claims_manager_001,claims_adjuster_001
CLM-000492,POL-000102,King Group,Commercial Property,2025-03-22,Property Damage,Litigation,418395.5,317191.9,Initial review completed for Property Damage. Claim status is currently Litigation.,False,False,confidential,claims_core_system,2025-03-26T15:49:58.172480,2025-06-05T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000493,POL-000198,York Inc,Commercial Property,2025-10-31,Hail,Litigation,295089.68,106801.57,Pending supervisor review due to complexity of Hail claim.,True,True,restricted,fnol_portal,2025-11-05T15:49:58.172480,2026-02-11T15:49:58.172480,claims_manager_001,claims_manager_001
CLM-000494,POL-000232,Savage Group,Workers Compensation,2026-01-08,Theft,Litigation,114128.12,66972.4,Initial review completed for Theft. Claim status is currently Litigation.,False,False,internal,fnol_portal,2026-01-17T15:49:58.172480,2026-05-10T15:49:58.172480,claims_adjuster_002,claims_adjuster_001
CLM-000495,POL-000212,"Murphy, Herman and Robertson",Commercial Auto,2026-05-05,Hail,Pending Documents,215252.77,172755.53,Claim file updated after inspection. Current status: Pending Documents.,False,True,restricted,claims_core_system,2026-05-10T15:49:58.172480,2026-08-25T15:49:58.172480,claims_adjuster_002,claims_adjuster_002
CLM-000496,POL-000221,Herman PLC,Umbrella,2025-04-23,Property Damage,Open,229770.5,40068.96,Initial review completed for Property Damage. Claim status is currently Open.,False,False,confidential,claims_core_system,2025-04-28T15:49:58.172480,2025-08-01T15:49:58.172480,claims_manager_001,claims_adjuster_001
CLM-000497,POL-000267,Barton-Morris,Commercial Auto,2026-01-10,Property Damage,Closed,354348.17,161985.86,Initial review completed for Property Damage. Claim status is currently Closed.,False,False,restricted,adjuster_workbench,2026-01-16T15:49:58.172480,2026-02-18T15:49:58.172480,claims_adjuster_001,claims_adjuster_001
CLM-000498,POL-000211,Schmidt Inc,Workers Compensation,2026-04-15,Theft,Litigation,14357.07,7831.36,Initial review completed for Theft. Claim status is currently Litigation.,True,False,restricted,claims_core_system,2026-04-15T15:49:58.172480,2026-04-25T15:49:58.172480,claims_adjuster_002,claims_manager_001
CLM-000499,POL-000175,Park-Armstrong,General Liability,2023-11-29,Auto Liability,Litigation,89981.44,16097.38,Claim file updated after inspection. Current status: Litigation.,False,True,confidential,fnol_portal,2023-12-02T15:49:58.172480,2024-03-23T15:49:58.172480,claims_adjuster_002,claims_adjuster_002
CLM-000500,POL-000018,White PLC,Commercial Auto,2024-06-01,Theft,Litigation,135629.34,108348.26,Claim file updated after inspection. Current status: Litigation.,True,False,restricted,adjuster_workbench,2024-06-10T15:49:58.172480,2024-09-25T15:49:58.172480,claims_manager_001,claims_adjuster_002
